20250704_qa.jsonl	20	f1642264f996ba82c31752587b9826f4f6637602ba1c835ec155ac4486ab1258
20250711_qa.jsonl	20	bd809423895c0741d8281243ba8a7db945e40a0117aed6eb74a0c01f8ea6b269
20250718_qa.jsonl	20	90e9be0813b6b760ba15992d279da992f285ac6db350a2016d8056074e191569
20250725_qa.jsonl	20	b1e9876b3dc1a359e19a4c396c58c0e6b0cafe53132e9e50c0d534e901c37080
20250801_qa.jsonl	20	e20a4ccb59a3b10ba12ee3aa709b3d8e58901382430761f5c97fb8cc73790933
20250808_qa.jsonl	20	74cb7cdba318e8762c8876f37672bc5ef3d355ca5a110a31e279281248f4f0ea
20250815_qa.jsonl	10	98643c4e0693ce8cd811a10474f7017cae137ee856b8354d2f3cf24f7f0f1202
20250822_qa.jsonl	10	8b8c3715048cbb6b5a2dbe1e223b52b948314474a86251071d7a05a8f9f74e9f
20250829_qa.jsonl	10	9e317b40cde64c85f473f93608a8dce1b8d72093dd69140c07419954ab0b3327
20250905_qa.jsonl	10	36eaecfb41023ade78a83dfadf0fadb4cd55882a900f1c1593da10531f5224e8
20250912_qa.jsonl	10	88955b6affccfa3afb9f28b0a8a30e79c86a898e37ba37392d27bce7e033f31d
20250919_qa.jsonl	10	d839819f4b36082ed8b9a069989170c647f4b511c3a9d85b272981c78cab5c6b
20250926_qa.jsonl	10	e88bba0eeffef91ffa57ecd22e891e150a46520db80bf42f6b380547568af250
20251003_qa.jsonl	10	fdbb8575a8ac214fa16e4e65fbff28eae598f8a4cc8f81573a9d19ee233f73ea
20251010_qa.jsonl	10	4b1535e34c601e7d93ca56e8c53cb671775e6a0d3b69e95a6ed73f48d0b31003
20251017_qa.jsonl	10	5ddbf8e9f23246a3e6fdafab87e66c0897810f931d0c375414f9857a9ca3eb62
20251024_qa.jsonl	10	2fecd80ba230441de036852762393e0ca793f872f4077b3c98e33bc525afe233
20251031_qa.jsonl	10	458d9379fcb350b6d8b4962a5bbb8ef723ea46ecce0845f731586e6ed899bbc6
20251107_qa.jsonl	10	34f53a830bf4810f0a95226885bbc41413d9096780699ddcea1523a0355a9dba
20251114_qa.jsonl	10	c139cbc04d5327fb0a03da73bd07e5111cd76410be5258bf064f7d94bb8f9807
20251121_qa.jsonl	10	8aa0a56ee6bc735ad84de2dea50ace43a98a650aa819ebd047008e0e10ebc5d0
20251128_qa.jsonl	10	627d7fff8c85ebb4742e7dec80349e9f0d9b16833ef66ecb85cafd1a33907974
20251205_qa.jsonl	10	b8e0ac0fc7b7c6717ace5794d516bd2a08cc7bf632719cc1fbf3dacee77e592e
